,er,AV,Accuracy
234,PART,AVware,0.934407796101949
235,PART,Ad-Aware,0.937406296851574
236,PART,AhnLab-V3,0.941154422788606
237,PART,Arcabit,0.936656671664168
238,PART,Avast,0.936281859070465
239,PART,Avira,0.932533733133433
240,PART,Baidu,0.9430284857571215
241,PART,BitDefender,0.9407796101949025
242,PART,Bkav,0.9347826086956526
243,PART,CATQHeal,0.9385307346326834
244,PART,CMC,0.937781109445277
245,PART,ClamAV,0.944527736131934
246,PART,Comodo,0.9314092953523235
247,PART,CrowdStrike,0.9340329835082459
248,PART,Cyren,0.93215892053973
249,PART,DrWeb,0.931034482758621
250,PART,ENOD32,0.935907046476762
251,PART,Emsisoft,0.93328335832084
252,PART,Endgame,0.934032983508246
253,PART,F-Prot,0.939655172413793
254,PART,F-Secure,0.936281859070465
255,PART,Fortinet,0.9340329835082459
256,PART,GData,0.9340329835082459
257,PART,Invincea,0.9370314842578715
258,PART,Jiangmin,0.935532233883059
259,PART,K7AntiVirus,0.9396551724137929
260,PART,K7GW,0.9332833583208395
261,PART,Kaspersky,0.9400299850074965
262,PART,Kingsoft,0.9381559220389805
263,PART,MAX,0.9306596701649175
264,PART,McAfee,0.931034482758621
265,PART,McAfee-GW,0.936281859070465
266,PART,MicroWorld,0.9355322338830585
267,PART,Microsoft,0.9355322338830585
268,PART,NANO,0.931784107946027
269,PART,Paloalto,0.9381559220389805
270,PART,Panda,0.939655172413793
271,PART,Qihoo-360,0.9325337331334336
272,PART,Rising,0.938905547226387
273,PART,SASpyware,0.9437781109445276
274,PART,SentinelOne,0.9321589205397305
275,PART,Sophos,0.9351574212893554
276,PART,Symantec,0.9329085457271364
277,PART,Tencent,0.9347826086956526
278,PART,TheHacker,0.929535232383808
279,PART,TotalDefense,0.9456521739130435
280,PART,TrendMicro,0.93928035982009
281,PART,TMHouseC,0.9340329835082459
282,PART,VBA32,0.9396551724137935
283,PART,VIPRE,0.9310344827586206
284,PART,ViRobot,0.9359070464767616
285,PART,Webroot,0.9336581709145431
286,PART,Yandex,0.929160419790105
287,PART,ZoneAlarm,0.93328335832084
288,PART,Zoner,0.8913043478260869
289,PART,eGambit,0.941154422788606
290,ada,ALYac,0.963268365817091
291,ada,AVG,0.962143928035982
292,ada,AVware,0.962518740629685
293,ada,Ad-Aware,0.964767616191904
294,ada,AhnLab-V3,0.9666416791604195
295,ada,Arcabit,0.964392803598201
296,ada,Avast,0.961769115442279
297,ada,Avira,0.9606446776611695
298,ada,Baidu,0.968515742128936
299,ada,BitDefender,0.962518740629685
300,ada,Bkav,0.962518740629685
301,ada,CATQHeal,0.9647676161919041
302,ada,CMC,0.962518740629685
303,ada,ClamAV,0.9670164917541231
304,ada,Comodo,0.956896551724138
305,ada,CrowdStrike,0.9613943028485755
306,ada,Cyren,0.9546476761619189
307,ada,DrWeb,0.9587706146926535
308,ada,ENOD32,0.962143928035982
309,ada,Emsisoft,0.961769115442279
310,ada,Endgame,0.9557721139430285
311,ada,F-Prot,0.9640179910044975
312,ada,F-Secure,0.9602698650674665
313,ada,Fortinet,0.9598950524737635
314,ada,GData,0.9602698650674665
315,ada,Invincea,0.964017991004498
316,ada,Jiangmin,0.962143928035982
317,ada,K7AntiVirus,0.9606446776611695
318,ada,K7GW,0.9553973013493255
319,ada,Kaspersky,0.962893553223388
320,ada,Kingsoft,0.9617691154422785
321,ada,MAX,0.958020989505247
322,ada,McAfee,0.956146926536732
323,ada,McAfee-GW,0.9613943028485761
324,ada,MicroWorld,0.964392803598201
325,ada,Microsoft,0.9643928035982006
326,ada,NANO,0.956146926536732
327,ada,Paloalto,0.964767616191904
328,ada,Panda,0.962518740629685
329,ada,Qihoo-360,0.9583958020989505
330,ada,Rising,0.9662668665667165
331,ada,SASpyware,0.9733883058470765
332,ada,SentinelOne,0.9606446776611695
333,ada,Sophos,0.9636431784107945
334,ada,Symantec,0.962893553223388
335,ada,Tencent,0.964767616191904
336,ada,TheHacker,0.962518740629685
337,ada,TotalDefense,0.9711394302848575
338,ada,TrendMicro,0.9606446776611695
339,ada,TMHouseC,0.962893553223388
340,ada,VBA32,0.9602698650674665
341,ada,VIPRE,0.9606446776611695
342,ada,ViRobot,0.9617691154422789
343,ada,Webroot,0.9617691154422789
344,ada,Yandex,0.9602698650674666
345,ada,ZoneAlarm,0.962893553223388
346,ada,Zoner,0.919415292353823
347,ada,eGambit,0.969265367316342
348,boosting,ALYac,0.9711394302848575
349,boosting,AVG,0.9681409295352326
350,boosting,AVware,0.967766116941529
351,boosting,Ad-Aware,0.969640179910045
352,boosting,AhnLab-V3,0.971889055472264
353,boosting,Arcabit,0.970389805097451
354,boosting,Avast,0.968515742128936
355,boosting,Avira,0.965142428785607
356,boosting,Baidu,0.9726386806596701
357,boosting,BitDefender,0.9677661169415295
358,boosting,Bkav,0.9673913043478259
359,boosting,CATQHeal,0.970014992503748
360,boosting,CMC,0.969265367316342
361,boosting,ClamAV,0.973013493253373
362,boosting,Comodo,0.963268365817091
363,boosting,CrowdStrike,0.969265367316342
364,boosting,Cyren,0.962893553223388
365,boosting,DrWeb,0.965142428785607
366,boosting,ENOD32,0.9673913043478265
367,boosting,Emsisoft,0.96664167916042
368,boosting,Endgame,0.962143928035982
369,boosting,F-Prot,0.9707646176911545
370,boosting,F-Secure,0.967016491754123
371,boosting,Fortinet,0.9692653673163415
372,boosting,GData,0.9673913043478259
373,boosting,Invincea,0.969265367316342
374,boosting,Jiangmin,0.9711394302848575
375,boosting,K7AntiVirus,0.9703898050974515
376,boosting,K7GW,0.9636431784107945
377,boosting,Kaspersky,0.969265367316342
378,boosting,Kingsoft,0.969265367316342
379,boosting,MAX,0.96664167916042
380,boosting,McAfee,0.961769115442279
381,boosting,McAfee-GW,0.967766116941529
382,boosting,MicroWorld,0.9685157421289355
383,boosting,Microsoft,0.972263868065967
384,boosting,NANO,0.9647676161919041
385,boosting,Paloalto,0.9707646176911545
386,boosting,Panda,0.969265367316342
387,boosting,Qihoo-360,0.965142428785607
388,boosting,Rising,0.9726386806596701
389,boosting,SASpyware,0.978260869565217
390,boosting,SentinelOne,0.969265367316342
391,boosting,Sophos,0.9703898050974515
392,boosting,Symantec,0.971514242878561
393,boosting,Tencent,0.9677661169415295
394,boosting,TheHacker,0.968515742128936
395,boosting,TotalDefense,0.978260869565217
396,boosting,TrendMicro,0.9681409295352326
397,boosting,TMHouseC,0.968515742128936
398,boosting,VBA32,0.9677661169415295
399,boosting,VIPRE,0.9685157421289355
400,boosting,ViRobot,0.9677661169415295
401,boosting,Webroot,0.96664167916042
402,boosting,Yandex,0.9640179910044975
403,boosting,ZoneAlarm,0.970014992503748
404,boosting,Zoner,0.926536731634183
405,boosting,eGambit,0.9715142428785605
406,gbm,ALYac,0.946026986506747
407,gbm,AVG,0.9479010494752624
408,gbm,AVware,0.941154422788606
409,gbm,Ad-Aware,0.949775112443778
410,gbm,AhnLab-V3,0.9516491754122935
411,gbm,Arcabit,0.9531484257871066
412,gbm,Avast,0.946026986506747
413,gbm,Avira,0.9437781109445275
414,gbm,Baidu,0.953898050974513
415,gbm,BitDefender,0.9471514242878565
416,gbm,Bkav,0.9479010494752624
417,gbm,CATQHeal,0.94640179910045
418,gbm,CMC,0.9452773613193405
419,gbm,ClamAV,0.9550224887556225
420,gbm,Comodo,0.944527736131934
421,gbm,CrowdStrike,0.9456521739130435
422,gbm,Cyren,0.9430284857571215
423,gbm,DrWeb,0.9411544227886055
424,gbm,ENOD32,0.944527736131934
425,gbm,Emsisoft,0.944152923538231
426,gbm,Endgame,0.94640179910045
427,gbm,F-Prot,0.951649175412294
428,gbm,F-Secure,0.9430284857571215
429,gbm,Fortinet,0.949025487256372
430,gbm,GData,0.94527736131934
431,gbm,Invincea,0.951649175412294
432,gbm,Jiangmin,0.949400299850075
433,gbm,K7AntiVirus,0.94640179910045
434,gbm,K7GW,0.942653673163418
435,gbm,Kaspersky,0.949775112443778
436,gbm,Kingsoft,0.949025487256372
437,gbm,MAX,0.9430284857571215
438,gbm,McAfee,0.938530734632684
439,gbm,McAfee-GW,0.9430284857571215
440,gbm,MicroWorld,0.9430284857571215
441,gbm,Microsoft,0.9479010494752624
442,gbm,NANO,0.941154422788606
443,gbm,Paloalto,0.9512743628185905
444,gbm,Panda,0.9449025487256375
445,gbm,Qihoo-360,0.944527736131934
446,gbm,Rising,0.9523988005997
447,gbm,SASpyware,0.95952023988006
448,gbm,SentinelOne,0.946776611694153
449,gbm,Sophos,0.9505247376311845
450,gbm,Symantec,0.9434032983508245
451,gbm,Tencent,0.949775112443778
452,gbm,TheHacker,0.946026986506747
453,gbm,TotalDefense,0.957271364317841
454,gbm,TrendMicro,0.949400299850075
455,gbm,TMHouseC,0.946776611694153
456,gbm,VBA32,0.9486506746626685
457,gbm,VIPRE,0.944527736131934
458,gbm,ViRobot,0.9508995502248875
459,gbm,Webroot,0.946776611694153
460,gbm,Yandex,0.9434032983508245
461,gbm,ZoneAlarm,0.9449025487256375
462,gbm,Zoner,0.8755622188905545
463,gbm,eGambit,0.957271364317841
464,h2o.deepL,ALYac,0.943028485757121
465,h2o.deepL,AVG,0.9437781109445275
466,h2o.deepL,AVware,0.9400299850074965
467,h2o.deepL,Ad-Aware,0.9452773613193399
468,h2o.deepL,AhnLab-V3,0.943028485757121
469,h2o.deepL,Arcabit,0.946776611694153
470,h2o.deepL,Avast,0.9377811094452775
471,h2o.deepL,Avira,0.931784107946027
472,h2o.deepL,Baidu,0.941154422788606
473,h2o.deepL,BitDefender,0.936656671664168
474,h2o.deepL,Bkav,0.941154422788606
475,h2o.deepL,CATQHeal,0.9396551724137929
476,h2o.deepL,CMC,0.936656671664168
477,h2o.deepL,ClamAV,0.9475262368815595
478,h2o.deepL,Comodo,0.926911544227886
479,h2o.deepL,CrowdStrike,0.9381559220389805
480,h2o.deepL,Cyren,0.9332833583208395
481,h2o.deepL,DrWeb,0.93215892053973
482,h2o.deepL,ENOD32,0.936281859070465
483,h2o.deepL,Emsisoft,0.9340329835082459
484,h2o.deepL,Endgame,0.9284107946026985
485,h2o.deepL,F-Prot,0.94640179910045
486,h2o.deepL,F-Secure,0.9396551724137935
487,h2o.deepL,Fortinet,0.9404047976011995
488,h2o.deepL,GData,0.9351574212893554
489,h2o.deepL,Invincea,0.937781109445277
490,h2o.deepL,Jiangmin,0.9374062968515745
491,h2o.deepL,K7AntiVirus,0.9351574212893554
492,h2o.deepL,K7GW,0.9340329835082459
493,h2o.deepL,Kaspersky,0.941529235382309
494,h2o.deepL,Kingsoft,0.936656671664168
495,h2o.deepL,MAX,0.9336581709145431
496,h2o.deepL,McAfee,0.938905547226387
497,h2o.deepL,McAfee-GW,0.937406296851574
498,h2o.deepL,MicroWorld,0.9434032983508245
499,h2o.deepL,Microsoft,0.9396551724137929
500,h2o.deepL,NANO,0.93328335832084
501,h2o.deepL,Paloalto,0.940029985007496
502,h2o.deepL,Panda,0.9362818590704649
503,h2o.deepL,Qihoo-360,0.9299100449775115
504,h2o.deepL,Rising,0.9460269865067465
505,h2o.deepL,SASpyware,0.955022488755622
506,h2o.deepL,SentinelOne,0.939655172413793
507,h2o.deepL,Sophos,0.936656671664168
508,h2o.deepL,Symantec,0.937406296851574
509,h2o.deepL,Tencent,0.9329085457271364
510,h2o.deepL,TheHacker,0.9381559220389806
511,h2o.deepL,TotalDefense,0.9490254872563719
512,h2o.deepL,TrendMicro,0.941154422788606
513,h2o.deepL,TMHouseC,0.937781109445277
514,h2o.deepL,VBA32,0.942278860569715
515,h2o.deepL,VIPRE,0.943028485757121
516,h2o.deepL,ViRobot,0.9374062968515745
517,h2o.deepL,Webroot,0.937031484257871
518,h2o.deepL,Yandex,0.934407796101949
519,h2o.deepL,ZoneAlarm,0.938905547226387
520,h2o.deepL,Zoner,0.897301349325337
521,h2o.deepL,eGambit,0.946026986506747
522,h2o.gbm,ALYac,0.9628935532233885
523,h2o.gbm,AVG,0.9583958020989505
524,h2o.gbm,AVware,0.95952023988006
525,h2o.gbm,Ad-Aware,0.9636431784107945
526,h2o.gbm,AhnLab-V3,0.9681409295352326
527,h2o.gbm,Arcabit,0.965142428785607
528,h2o.gbm,Avast,0.959145427286357
529,h2o.gbm,Avira,0.9610194902548725
530,h2o.gbm,Baidu,0.968890554722639
531,h2o.gbm,BitDefender,0.962143928035982
532,h2o.gbm,Bkav,0.961769115442279
533,h2o.gbm,CATQHeal,0.962518740629685
534,h2o.gbm,CMC,0.9587706146926536
535,h2o.gbm,ClamAV,0.966266866566717
536,h2o.gbm,Comodo,0.9557721139430284
537,h2o.gbm,CrowdStrike,0.9587706146926536
538,h2o.gbm,Cyren,0.95352323838081
539,h2o.gbm,DrWeb,0.9583958020989505
540,h2o.gbm,ENOD32,0.957271364317841
541,h2o.gbm,Emsisoft,0.957271364317841
542,h2o.gbm,Endgame,0.956146926536732
543,h2o.gbm,F-Prot,0.962518740629685
544,h2o.gbm,F-Secure,0.957271364317841
545,h2o.gbm,Fortinet,0.95952023988006
546,h2o.gbm,GData,0.957646176911544
547,h2o.gbm,Invincea,0.962143928035982
548,h2o.gbm,Jiangmin,0.958770614692654
549,h2o.gbm,K7AntiVirus,0.9613943028485761
550,h2o.gbm,K7GW,0.9538980509745125
551,h2o.gbm,Kaspersky,0.961019490254873
552,h2o.gbm,Kingsoft,0.9613943028485755
553,h2o.gbm,MAX,0.954647676161919
554,h2o.gbm,McAfee,0.9553973013493255
555,h2o.gbm,McAfee-GW,0.9583958020989505
556,h2o.gbm,MicroWorld,0.963268365817091
557,h2o.gbm,Microsoft,0.962143928035982
558,h2o.gbm,NANO,0.9553973013493255
559,h2o.gbm,Paloalto,0.961769115442279
560,h2o.gbm,Panda,0.9610194902548725
561,h2o.gbm,Qihoo-360,0.957271364317841
562,h2o.gbm,Rising,0.96551724137931
563,h2o.gbm,SASpyware,0.970014992503748
564,h2o.gbm,SentinelOne,0.9583958020989505
565,h2o.gbm,Sophos,0.961769115442279
566,h2o.gbm,Symantec,0.9602698650674665
567,h2o.gbm,Tencent,0.9636431784107945
568,h2o.gbm,TheHacker,0.961019490254873
569,h2o.gbm,TotalDefense,0.970764617691154
570,h2o.gbm,TrendMicro,0.962518740629685
571,h2o.gbm,TMHouseC,0.962518740629685
572,h2o.gbm,VBA32,0.956146926536732
573,h2o.gbm,VIPRE,0.9617691154422789
574,h2o.gbm,ViRobot,0.962893553223388
575,h2o.gbm,Webroot,0.957271364317841
576,h2o.gbm,Yandex,0.954272863568216
577,h2o.gbm,ZoneAlarm,0.961019490254873
578,h2o.gbm,Zoner,0.9179160419790104
579,h2o.gbm,eGambit,0.9670164917541231
580,h2o.glm,ALYac,0.893553223388306
581,h2o.glm,AVG,0.8931784107946026
582,h2o.glm,AVware,0.8976761619190405
583,h2o.glm,Ad-Aware,0.9081709145427286
584,h2o.glm,AhnLab-V3,0.908920539730135
585,h2o.glm,Arcabit,0.9029235382308844
586,h2o.glm,Avast,0.8939280359820085
587,h2o.glm,Avira,0.890929535232384
588,h2o.glm,Baidu,0.9126686656671665
589,h2o.glm,BitDefender,0.898050974512744
590,h2o.glm,Bkav,0.89880059970015
591,h2o.glm,CATQHeal,0.8976761619190405
592,h2o.glm,CMC,0.882308845577211
593,h2o.glm,ClamAV,0.9134182908545729
594,h2o.glm,Comodo,0.8800599700149925
595,h2o.glm,CrowdStrike,0.8924287856071964
596,h2o.glm,Cyren,0.886806596701649
597,h2o.glm,DrWeb,0.881559220389805
598,h2o.glm,ENOD32,0.8946776611694155
599,h2o.glm,Emsisoft,0.9029235382308844
600,h2o.glm,Endgame,0.88568215892054
601,h2o.glm,F-Prot,0.8995502248875564
602,h2o.glm,F-Secure,0.8958020989505245
603,h2o.glm,Fortinet,0.899550224887556
604,h2o.glm,GData,0.8905547226386805
605,h2o.glm,Invincea,0.8931784107946026
606,h2o.glm,Jiangmin,0.9055472263868065
607,h2o.glm,K7AntiVirus,0.886806596701649
608,h2o.glm,K7GW,0.890929535232384
609,h2o.glm,Kaspersky,0.8980509745127435
610,h2o.glm,Kingsoft,0.9036731634182905
611,h2o.glm,MAX,0.8901799100449775
612,h2o.glm,McAfee,0.8931784107946026
613,h2o.glm,McAfee-GW,0.900299850074962
614,h2o.glm,MicroWorld,0.902548725637181
615,h2o.glm,Microsoft,0.8931784107946026
616,h2o.glm,NANO,0.8950524737631185
617,h2o.glm,Paloalto,0.8864317841079461
618,h2o.glm,Panda,0.9051724137931034
619,h2o.glm,Qihoo-360,0.890554722638681
620,h2o.glm,Rising,0.9092953523238381
621,h2o.glm,SASpyware,0.913793103448276
622,h2o.glm,SentinelOne,0.8958020989505245
623,h2o.glm,Sophos,0.896926536731634
624,h2o.glm,Symantec,0.8853073463268365
625,h2o.glm,Tencent,0.895052473763118
626,h2o.glm,TheHacker,0.8808095952023985
627,h2o.glm,TotalDefense,0.908545727136432
628,h2o.glm,TrendMicro,0.8901799100449774
629,h2o.glm,TMHouseC,0.875562218890555
630,h2o.glm,VBA32,0.90592203898051
631,h2o.glm,VIPRE,0.88568215892054
632,h2o.glm,ViRobot,0.886056971514243
633,h2o.glm,Webroot,0.904422788605697
634,h2o.glm,Yandex,0.8924287856071964
635,h2o.glm,ZoneAlarm,0.897301349325337
636,h2o.glm,Zoner,0.8268365817091455
637,h2o.glm,eGambit,0.8999250374812591
638,h2o.rForest,ALYac,0.9602698650674665
639,h2o.rForest,AVG,0.953898050974513
640,h2o.rForest,AVware,0.9598950524737635
641,h2o.rForest,Ad-Aware,0.959895052473763
642,h2o.rForest,AhnLab-V3,0.9606446776611695
643,h2o.rForest,Arcabit,0.961019490254873
644,h2o.rForest,Avast,0.957271364317841
645,h2o.rForest,Avira,0.951649175412294
646,h2o.rForest,Baidu,0.9602698650674666
647,h2o.rForest,BitDefender,0.957271364317841
648,h2o.rForest,Bkav,0.956896551724138
649,h2o.rForest,CATQHeal,0.9580209895052475
650,h2o.rForest,CMC,0.956896551724138
651,h2o.rForest,ClamAV,0.959895052473763
652,h2o.rForest,Comodo,0.9557721139430285
653,h2o.rForest,CrowdStrike,0.956896551724138
654,h2o.rForest,Cyren,0.951274362818591
655,h2o.rForest,DrWeb,0.9542728635682161
656,h2o.rForest,ENOD32,0.952773613193403
657,h2o.rForest,Emsisoft,0.956146926536732
658,h2o.rForest,Endgame,0.9523988005997
